,Отметка времени,Асгард [.],Видео [.],Бизнесс аппс [.],Мобильный приложение  [.],Железо [.],Серийный номер,Тип устройства,Другое,Вопрос без заголовка [Ряд 2],Вопрос без заголовка [Ряд 3],counter
291,2024-05-14 12:57:56,,Нет видео,,,,2121121610,Домофон,,,,0
292,2024-05-14 12:57:57,,Нет видео,,,, 2101116697,Домофон,,,,1
293,2024-05-14 12:57:58,,Нет видео,,,, 2101116698,Домофон,,,,2
294,2024-05-14 12:57:59,,Нет видео,,,, 2101116379,Домофон,,,,3
295,2024-05-14 12:58:00,,Нет видео,,,, 2236149792,Домофон,,,,4
296,2024-05-14 12:58:01,,Нет видео,,,, 2236150869,Домофон,,,,5
297,2024-05-14 12:58:02,,Нет видео,,,, 2235144029,Домофон,,,,6
298,2024-05-14 12:58:03,,Нет видео,,,, 2235144066,Домофон,,,,7
299,2024-05-14 12:58:04,,Нет видео,,,, 2235144008,Домофон,,,,8
300,2024-05-14 12:58:05,,Нет видео,,,, 2235144966,Домофон,,,,9
301,2024-05-14 12:58:06,,Нет видео,,,, 2235144076,Домофон,,,,10
302,2024-05-14 12:58:07,,Нет видео,,,, 2235144083,Домофон,,,,11
303,2024-05-14 12:58:47,Оффлайн,,,,Оффлайн,2330152921,Домофон,,,,0
304,2024-05-14 12:59:14,,,,,,2125129360,Домофон,отвязка жителя,,,0
305,2024-05-14 12:59:27,Оффлайн,,,,Оффлайн,2125125819,Домофон,,,,0
306,2024-05-14 12:59:53,,,,Прочие,,2121123265,Домофон,История посещений,,,0
307,2024-05-14 13:00:14,,Прошивка камеры,,,,2329250163,Домофон,,,,0
308,2024-05-14 13:00:27,,Нет видео,,,,2329250510,Домофон,,,,0
309,2024-05-14 13:01:04,,Нет видео,,,,2329250381,Домофон,,,,0
310,2024-05-14 13:01:05,,,,Оплата подписки,,2101115595,Домофон,,,,0
311,2024-05-14 13:01:24,,,,Прочие,,2108119973,Домофон,,,,0
312,2024-05-14 13:01:52,,,,,Проблема со звуком,2401155253,Домофон,,,,0
313,2024-05-14 13:02:24,,,,Прочие,,2236150004,Домофон,История посещений,,,0
314,2024-05-14 13:02:38,,Нет видео,,,,2018110441,Домофон,,,,0
315,2024-05-14 13:03:07,,,,Прочие,,2125125710,Домофон,не открывает с приложения,,,0
316,2024-05-14 13:03:18,Оффлайн,,,,Оффлайн,2125126301,Домофон,,,,0
317,2024-05-14 13:03:20,,,,Прочие,,2121121172,Домофон,Перезагрузка подписки,,,0
318,2024-05-14 13:04:07,,Прошивка камеры,,,,2401155138,Домофон,прошивка по панели,,,0
319,2024-05-14 13:04:26,,Прошивка камеры,,,,2401155613,Домофон,прошивка по панели,,,0
320,2024-05-14 13:04:45,,Нет видео,,,,2329250563,Домофон,,,,0
321,2024-05-14 13:05:06,,,Неверное количество ключей,,,2208136690,Домофон,,,,0
322,2024-05-14 13:05:07,Оффлайн,,,,,2018115351,Домофон,,,,0
323,2024-05-14 13:05:30,Оффлайн,,,,Оффлайн,2208135498,Домофон,,,,0
324,2024-05-14 13:05:39,,Нет видео,,,,EF00000000570651,Камера,,,,0
325,2024-05-14 13:05:48,,Прошивка камеры,,,,2125128420,Домофон,,,,0
326,2024-05-14 13:06:03,,Нет видео,,,,1944104085,Домофон,,,,0
327,2024-05-14 13:06:14,Оффлайн,,,,,2125128921,Домофон,,,,0
328,2024-05-14 13:06:29,,Нет видео,,Нет приходят звонки,,2018110437,Домофон,,,,0
329,2024-05-14 13:07:38,,,,Нет приходят звонки,,2125125935,Домофон,,,,0
330,2024-05-14 13:08:14,,,,,,2236151839,Домофон,Ик диод,,,0
331,2024-05-14 13:08:59,,Нет видео,,,,2330153585,Домофон,,,,0
332,2024-05-14 13:09:14,,Нет видео,,,,2148129920,Домофон,,,,0
333,2024-05-14 13:09:51,,Не работает архив,,,,2125126071,Домофон,,,,0
334,2024-05-14 13:10:20,,Не работает архив,,,,2101115672,Домофон,,,,0
335,2024-05-14 13:10:50,,Выгрузка архива поддержкой,,,,EF00000000891CCE ,Домофон,,,,0
336,2024-05-14 13:11:17,,,,,,2012109220,Домофон,ios видео особенность,,,0
337,2024-05-14 13:11:49,Оффлайн,,,,Оффлайн,2330153289,Домофон,,,,0
338,2024-05-14 13:12:20,,Не работает архив,,,,2121124415,Домофон,,,,0
339,2024-05-14 13:12:41,Оффлайн,,,,Оффлайн,2235148184,Домофон,,,,0
340,2024-05-14 13:12:59,,Нет видео,,,,2208136199,Домофон,,,,0
341,2024-05-14 13:13:22,,Нет видео,,,,2121122869,Домофон,,,,0
342,2024-05-14 13:13:53,,Нет видео,,,,2018111880,Домофон,,,,0
343,2024-05-14 13:14:20,,,Неверное количество ключей,,,2125126037,Домофон,,,,0
344,2024-05-14 13:14:34,,Нет видео,,,,2108118801,Домофон,,,,0
345,2024-05-14 13:14:59,,,,,,2018113691,Домофон,не проходила регистрация жителя,,,0
346,2024-05-14 13:22:05,,,,,,2352154129,Домофон,Создание пользователя,,,0
347,2024-05-14 13:22:47,,Нет видео,,,,2125128152,Камера,,,,0
348,2024-05-14 13:23:40,,Прошивка камеры,,,,2108119070,Камера,,,,0
349,2024-05-14 13:24:16,,Нет видео,,,,2330153196,Домофон,,,,0
350,2024-05-14 13:24:48,,Нет видео,,,,2235143425,Домофон,,,,0
351,2024-05-14 13:25:11,,Нет видео,,,,2401155602,Домофон,,,,0
352,2024-05-14 13:25:25,,Нет видео,,,,2348252162,Домофон,,,,0
353,2024-05-14 13:25:56,,Нет видео,,,,2401155602,Домофон,,,,0
354,2024-05-14 13:30:05,Оффлайн,,,,,2121125015,Домофон,,,,0
355,2024-05-14 13:30:08,,,,,,2235146100,Домофон,Отвязка устройства,,,0
356,2024-05-14 13:30:37,,,,,,2208134293,Домофон,Виганд и привязка к лк ,,,0
357,2024-05-14 13:32:42,,,,,Прошивка через программатор,2208135429,Домофон,,,,0
358,2024-05-14 13:33:05,,,,,,2348251415,Домофон,Вернул стандартный набор звуков,,,0
359,2024-05-14 13:35:09,,,,,,2121120914,Домофон,Синхронизация ключей ,,,0
360,2024-05-14 13:35:29,,,,Семья/админ,,2208134955,Домофон,,,,0
361,2024-05-14 13:35:49,Оффлайн,,,,,2401155577,Домофон,,,,0
362,2024-05-14 13:35:59,,Нет видео,,,,2208135723,Домофон,,,,0
363,2024-05-14 13:36:21,,Нет видео,,,,2330153751,Домофон,,,,0
364,2024-05-14 13:36:37,,Нет видео,,,,2235143456,Домофон,,,,0
365,2024-05-14 13:36:53,,Нет видео,,,,2235148859,Домофон,,,,0
366,2024-05-14 13:38:17,,Нет видео,,,,EF00000000CF0C9F,Камера,,,,0
367,2024-05-14 13:38:24,,Нет видео,,,,EF00000000D0F908,Камера,,,,0
368,2024-05-14 13:38:32,,Нет видео,,,,EF00000000D0C0BE,Камера,,,,0
369,2024-05-14 13:44:03,,Нет видео,,,,2235142894,Домофон,,,,0
370,2024-05-14 13:44:49,,Нет видео,,,,2236150616,Домофон,,,,0
371,2024-05-14 13:47:07,,,,,,2330153274,Домофон,Обновление прошивки,,,0
372,2024-05-14 13:50:01,Оффлайн,,,,Не приходят звонки на ТАП,2125128332,Домофон,,,,0
373,2024-05-14 13:52:24,Оффлайн,,,,,2236149611,Домофон,,,,0
374,2024-05-14 13:54:54,,Прошивка камеры,,,,2235142714,Камера,,,,0
375,2024-05-14 13:55:07,,Прошивка камеры,,,,2235142697,Камера,,,,0
376,2024-05-14 13:55:27,Оффлайн,,,,,2125126512,Домофон,,,,0
377,2024-05-14 13:55:53,,Прошивка камеры,,,,2235141924,Камера,,,,0
378,2024-05-14 13:55:58,,,,,,2330153255,Домофон,Обновление прошивки,,,0
379,2024-05-14 13:56:07,,,,,Прошивка через программатор,2235141924,Камера,,,,0
380,2024-05-14 13:56:27,,,,,,2330153458,Домофон,обновление прошивки,,,0
381,2024-05-14 13:56:59,,,,,,2236149745,Домофон,Обновление прошивки,,,0
382,2024-05-14 13:57:25,,,,,,2330153282,Домофон,Обновление прошивки,,,0
383,2024-05-14 13:59:35,,,,,,2121124623,Камера,Не подключен архив партнером,,,0
384,2024-05-14 14:01:59,Эндпоинты,,,,,2401155253,Домофон,Не шел звук при юпитере,,,0
385,2024-05-14 14:03:06,,,,,,2352154776,Домофон,Привязка камеры,,,0
386,2024-05-14 14:05:30,,Нет видео,,,,2348251361,Камера,,,,0
387,2024-05-14 14:11:21,,Выгрузка архива поддержкой,,,,EF00000000B70577 ,Камера,,,,0
388,2024-05-14 14:14:05,,,,,,2348251542,Домофон,При звонке в приложение нет звука в обе стороны,,,0
389,2024-05-14 14:15:39,Оффлайн,,,,,2101116606,Домофон,,,,0
390,2024-05-14 14:19:01,,Нет видео,,,,2208135704,Домофон,,,,0
391,2024-05-14 14:26:45,,Нет видео,,,,2121124506,Домофон,,,,0
392,2024-05-14 14:34:21,,,,,Оффлайн,2235145594,Домофон,,,,0
393,2024-05-14 14:35:44,,,,,Оффлайн,2235148575,Домофон,,,,0
394,2024-05-14 14:42:44,,,,,,2018111467,Домофон,Цикл,,,0
395,2024-05-14 14:50:59,,Нет видео,,,,EF00000000D0F6A2 ,Камера,,,,0
396,2024-05-14 14:51:46,,Нет видео,,,,2108119041,Домофон,,,,0
397,2024-05-14 14:53:59,,,,Прочие,,2108200063,Домофон,Архив,,,0
398,2024-05-14 14:55:58,,Нет видео,,,,2208135652,Домофон,,,,0
399,2024-05-14 14:56:12,,Нет видео,,,,2018112463,Домофон,,,,0
400,2024-05-14 14:56:26,,Нет видео,,,,2018109981,Домофон,,,,0
401,2024-05-14 14:56:40,,Нет видео,,,,2018109979,Домофон,,,,0
402,2024-05-14 14:56:54,,Нет видео,,,,2018112453,Домофон,,,,0
403,2024-05-14 15:01:21,,,,Прочие,,2018113757,Домофон,Неверный адрес,,,0
404,2024-05-14 15:05:32,,,,Прочие,,2125128293,Домофон,Подключение архива ,,,0
405,2024-05-14 15:08:56,,Нет видео,,,,2235142363,Домофон,,,,0
406,2024-05-14 15:14:28,,,,Прочие,,2401155441,Домофон,Обновление подписки,,,0
407,2024-05-14 15:28:43,,Нет видео,,,,2208134114,Домофон,,,,0
408,2024-05-14 15:30:48,,,,,Оффлайн,1921100340,Домофон,,,,0
409,2024-05-14 15:35:15,,,,,,2235144949,Домофон,Включить виганд,,,0
410,2024-05-14 15:36:50,,,,,Оффлайн,2125127397,Домофон,,,,0
411,2024-05-14 15:37:33,,,,,,2125125953,Домофон,Обновление прошивки и синхрон ключей ,,,0
412,2024-05-14 15:46:50,,,,Прочие,,2125127444,Домофон,История посещений ,,,0
413,2024-05-14 15:50:05,,,,Прочие,,2235144813,Домофон,обновление архива ,,,0
414,2024-05-14 15:50:49,,,,Прочие,,2235147086,Домофон,Звонок ios,,,0
415,2024-05-14 15:51:39,,,,Нет приходят звонки,,2018115088,Домофон,,,,0
416,2024-05-14 15:53:27,,,,Прочие,,2108119829,Домофон,Не удается удалить акк,,,0
417,2024-05-14 15:58:46,,,,,Оффлайн,2121124358,Домофон,,,,0
418,2024-05-14 16:01:43,,,,,Оффлайн,2352153829,Домофон,,,,0
419,2024-05-14 16:03:16,,Нет видео,,,,2121124397,Домофон,,,,0
420,2024-05-14 16:04:10,,,,,Оффлайн,2125128395,Домофон,,,,0
421,2024-05-14 16:12:46,,,,,,2101116677,Домофон,Поиск ключа по логам ,,,0
422,2024-05-14 16:17:10,,,,,,2018114667,Домофон,Синхрон ключей,,,0
423,2024-05-14 16:21:26,,,,,,2235148339,Домофон,Обновление прошивки,,,0
424,2024-05-14 16:32:56,,,,,,2235144449,Домофон,Смена адреса,,,0
425,2024-05-14 16:32:15,,Выгрузка архива поддержкой,,,,2235145135,Домофон,,,,0
426,2024-05-14 16:43:09,,,,,,2235145135,Домофон,Посик ключа по логам,,,0
427,2024-05-14 16:45:26,,,,,Оффлайн,2235142367,Домофон,Регистрация,,,0
428,2024-05-14 16:46:20,,,,,,2148130026,Домофон,Проблема с кнопкой выхода,,,0
429,2024-05-14 16:51:07,,,,,Оффлайн,2236150548,Домофон,,,,0
430,2024-05-14 16:54:27,,,,,Оффлайн,2108118232,Домофон,,,,0
431,2024-05-14 16:56:31,,Нет видео,,,,2235145343,Домофон,,,,0
432,2024-05-14 17:00:41,,,,Прочие,,2330152914,Домофон,Звук в live,,,0
433,2024-05-15 02:07:48,,,,,,2125128455,Домофон,вопросы по обслуживающей,,,0
434,2024-05-15 02:09:33,,Нет видео,,,,1944104956,Домофон,,,,0
435,2024-05-15 02:10:03,Оффлайн,,,,Оффлайн,2012106281,Домофон,,,,0
436,2024-05-15 02:10:38,Оффлайн,,,,Оффлайн,2108118846,Домофон,,,,0
437,2024-05-15 02:11:40,,Нет видео,,,,6d87bc0c-3a28-446f-ab81-438d13688a43,Домофон,,,,0
438,2024-05-15 02:12:30,,Нет видео,,,,EF00000000D0F775,Камера,,,,0
439,2024-05-15 02:16:01,Оффлайн,,,,Оффлайн,2108117568,Домофон,,,,0
440,2024-05-15 02:16:49,Оффлайн,,,,Оффлайн,2018110517,Домофон,,,,0
441,2024-05-15 02:17:31,Оффлайн,,,,Оффлайн,2018110517,Домофон,,,,0
442,2024-05-15 02:22:04,,,,Прочие,,2121121702,Домофон,"видео есть, в приложении нет",,,0
443,2024-05-15 02:25:19,,,,,,2018110548,Домофон,удаление жителей,,,0
444,2024-05-15 02:29:23,,,,,,2235142404,Домофон,два адреса,,,0
445,2024-05-15 02:30:29,Оффлайн,,,,Оффлайн,1944104937,Домофон,,,,0
446,2024-05-15 03:57:14,,Нет видео,,,,2236151596,Домофон,,,,0
447,2024-05-15 03:58:40,,Нет видео,,,,2348251357,Домофон,,,,0
448,2024-05-15 05:08:45,,,,,,2108117840,Домофон,Запрос на выгрузку архива,,,0
449,2024-05-15 05:16:40,,Прошивка камеры,,,,2121122928,Домофон,,,,0
450,2024-05-15 05:17:14,,Нет видео,,Оплата подписки,,2121121416,Домофон,,,,0
451,2024-05-15 05:19:38,,,,Прочие,,2012105902,Домофон,"Устаревшая версия ПО у пользователя, звонок в приложении не сбрасывается, необходимо было обновление до последней версии.",,,0
452,2024-05-15 05:20:50,,,,Нет приходят звонки,,2108117806,Домофон,,,,0
453,2024-05-15 05:28:25,,Нет видео,,,,2125126716,Домофон,,,,0
454,2024-05-15 05:31:22,,"Пробелы в архиве, Прошивка камеры",,,,2018111880,Домофон,"Нестабильное подключение у камеры по архиву судя, также очень старая прошивка ",,,0
455,2024-05-15 05:33:07,,"Нет видео, Прошивка камеры",,,,2236151755,Домофон,,,,0
456,2024-05-15 05:49:05,,,,,,2329250397,Домофон,"Открытие двери с кнопки срабатывает через раз, остальные способы работают корректно ",,,0
457,2024-05-15 05:57:29,,,,,,2352154493,Домофон,Перенос с ЛК Спутника на ЛК 120244,,,0
458,2024-05-15 05:57:53,,,,,,2352153802,Домофон,Перенос с ЛК Спутника на ЛК 120244,,,0
459,2024-05-15 05:58:27,,,,,,2352154647,Домофон,Перенос с ЛК Спутника на ЛК 120244,,,0
460,2024-05-15 05:58:55,,,,,,2352154492,Домофон,Перенос с ЛК Спутник на ЛК 120244,,,0
461,2024-05-15 06:01:49,,,,,,2018115126,Домофон,Изменение диапазона,,,0
462,2024-05-15 06:01:58,,Нет видео,,,,2012107197,Камера,,,,0
463,2024-05-15 06:02:06,,Нет видео,,,,2148132166,Камера,,,,0
464,2024-05-15 06:02:38,,Прошивка камеры,,,,2121122928,Камера,,,,0
465,2024-05-15 06:09:53,,,,,,EF000000006DCB5A,Камера,Перевод на ЛК НВК,,,0
466,2024-05-15 06:11:38,,Прошивка камеры,,,,2121123762,Домофон,,,,0
467,2024-05-15 06:11:59,,Не работает архив,,,,EF00000000D0F798,Камера,,,,0
468,2024-05-15 06:12:58,,Нет видео,,,,EF0000000055E94E,Камера,,,,0
469,2024-05-15 06:13:04,,Прошивка камеры,,,,2121120944,Домофон,,,,0
470,2024-05-15 06:13:08,,Нет видео,,,,EF0000000055F4A3,Камера,,,,0
471,2024-05-15 06:13:15,,Нет видео,,,,EF000000005602D8,Камера,,,,0
472,2024-05-15 06:20:05,,,,,,2235142931,Домофон,Обновление ПО до 7.38 с 7.08,,,0
473,2024-05-15 06:21:38,,Нет видео,,,,2125128767,Домофон,,,,0
474,2024-05-15 06:25:28,,,,,,2125125820,Домофон,"Не работают ключи на 7.37 когда панель в оффлайне, обновляем до 7.38 ",,,0
475,2024-05-15 06:29:52,,Нет видео,,,,2208135723,Домофон,,,,0
476,2024-05-15 06:30:03,,Нет видео,,,,2208135652,Домофон,,,,0
477,2024-05-15 06:30:14,,Нет видео,,,,2018112463,Домофон,,,,0
478,2024-05-15 06:30:26,,Нет видео,,,,2018109981,Домофон,,,,0
479,2024-05-15 06:30:38,,Нет видео,,,,2018109979,Домофон,,,,0
480,2024-05-15 06:39:02,,Прошивка камеры,,Оплата подписки,,2121120944,Камера,,,,0
481,2024-05-15 06:39:25,,,,,,2121123762,Домофон,Диагностика. офнулся из сети. (будет замена),,,0
482,2024-05-15 06:40:40,,,,,,2012108832,Домофон,Изменение диапазона,,,0
483,2024-05-15 06:40:47,,Нет видео,,,,EF00000000523BED,Камера,,,,0
484,2024-05-15 06:45:02,,Прошивка камеры,,,,EF00000000F14109,Камера,,,,0
485,2024-05-15 06:45:59,,Прошивка камеры,,,,EF00000000CEE9BF,Камера,,,,0
486,2024-05-15 06:47:58,,Прошивка камеры,,,,EF00000000F1419C,Камера,,,,0
487,2024-05-15 06:48:44,,Прошивка камеры,,,,EF00000000D0C152,Камера,,,,0
488,2024-05-15 06:49:27,,Прошивка камеры,,,,EF00000000A9505C,Камера,,,,0
489,2024-05-15 06:50:02,,Прошивка камеры,,,,2121125451,Домофон,,,,0
490,2024-05-15 06:51:33,,,,,,2235143601,Домофон,"На 7.37 не работают ключи в оффлайне, отбиваются невалидными",,,0
491,2024-05-15 06:51:45,,Прошивка камеры,,,,EF0000000107E512,Камера,,,,0
492,2024-05-15 06:53:11,,Прошивка камеры,,,,EF0000000107E512,Камера,,,,0
493,2024-05-15 06:55:28,,Прошивка камеры,,,,EF00000000D0EC09,Камера,,,,0
494,2024-05-15 06:55:40,,Прошивка камеры,,,,EF00000000DED729,Камера,,,,0
495,2024-05-15 06:56:58,,Прошивка камеры,,,,EF00000000F1419A,Камера,,,,0
496,2024-05-15 06:58:24,,Прошивка камеры,,,,EF00000000CEFC13,Камера,,,,0
497,2024-05-15 06:58:49,,Прошивка камеры,,,,EF00000000A90CB9,Камера,,,,0
498,2024-05-15 07:00:13,,Прошивка камеры,,,,EF00000000B84FE1,Камера,,,,0
499,2024-05-15 07:01:42,,,Неверное количество ключей,,,2125125820,Домофон,,,,0
500,2024-05-15 07:09:40,,Прошивка камеры,,,,EF00000000560349,Камера,,,,0
501,2024-05-15 07:11:54,,Прошивка камеры,,,,EF0000000055E626,Камера,,,,0
502,2024-05-15 07:14:35,,"Нет видео, Прошивка камеры",,,,2121125398,Домофон,,,,0
503,2024-05-15 07:19:05,,Прошивка камеры,,,,EF00000000A94DC5,Камера,,,,0
504,2024-05-15 07:19:36,,Прошивка камеры,,,,EF00000000B84937,Камера,,,,0
505,2024-05-15 07:19:37,,,,,,2125129456,Домофон,Обновление ПО с 6.47 до 6.57,,,0
506,2024-05-15 07:26:28,,Прошивка камеры,,,,EF00000000CF0F49,Камера,,,,0
507,2024-05-15 07:30:41,,Нет видео,,,,2329250208,Камера,,,,0
508,2024-05-15 07:36:53,,"Нет видео, Прошивка камеры",,,,2012107101,Камера,,,,0
509,2024-05-15 07:37:11,,Нет видео,,,,1944104604,Камера,,,,0
510,2024-05-15 07:39:12,,,,,Оффлайн,2125127155,Домофон,,,,0
511,2024-05-15 07:39:28,,Нет видео,,,,2012107407,Домофон,,,,0
512,2024-05-15 07:39:43,,,,,Оффлайн,2125128151,Домофон,,,,0
513,2024-05-15 07:47:02,,Прошивка камеры,,,,EF00000000D0F908,Камера,,,,0
514,2024-05-15 07:47:11,,Прошивка камеры,,,,EF00000000D0C664,Камера,,,,0
515,2024-05-15 08:05:07,,,,,Оффлайн,2329250208,Домофон,Цикл,,,0
516,2024-05-15 08:09:00,,Нет видео,,,,2208134333,Домофон,,,,0
517,2024-05-15 08:18:47,,Нет видео,,,,2329250106,Камера,цикл,,,0
518,2024-05-15 08:36:00,,Нет видео,,,,2208136013,Домофон,,,,0
519,2024-05-15 08:42:57,,Прошивка камеры,,,,EF00000000CEEA37,Камера,,,,0
520,2024-05-15 08:47:38,,Нет видео,,,,2108119114,Домофон,,,,0
521,2024-05-15 08:49:11,,Прошивка камеры,,,,EF00000000A9048B,Камера,,,,0
522,2024-05-15 08:49:23,,Прошивка камеры,,,,EF00000000A90D9B,Камера,,,,0
523,2024-05-15 08:49:32,,Прошивка камеры,,,,EF00000000AA3CE4,Камера,,,,0
524,2024-05-15 08:49:53,,Прошивка камеры,,,,EF00000000A8BA8A,Камера,,,,0
525,2024-05-15 08:57:59,,Нет видео,,,,2329250121,Камера,,,,0
526,2024-05-15 09:31:41,,Нет видео,,,,1921101234,Домофон,,,,0
527,2024-05-15 09:35:21,,Выгрузка архива поддержкой,,,,2012105550,Домофон,,,,0
528,2024-05-15 09:35:36,,Выгрузка архива поддержкой,,,,2018110994,Домофон,,,,0
529,2024-05-15 09:35:51,,Выгрузка архива поддержкой,,,,2108120405,Домофон,,,,0
530,2024-05-15 09:36:04,,Выгрузка архива поддержкой,,,,2108118586,Домофон,,,,0
531,2024-05-15 09:36:25,,Выгрузка архива поддержкой,,,,2012105886,Домофон,,,,0
532,2024-05-15 09:36:42,,Выгрузка архива поддержкой,,,,2012105664,Домофон,,,,0
533,2024-05-15 09:37:05,,Выгрузка архива поддержкой,,,,2012106635,Домофон,,,,0
534,2024-05-15 09:37:21,,Выгрузка архива поддержкой,,,,2018111952,Домофон,,,,0
535,2024-05-15 09:37:34,,Выгрузка архива поддержкой,,,,2012105791,Домофон,,,,0
536,2024-05-15 09:37:48,,Выгрузка архива поддержкой,,,,2018113973,Домофон,,,,0
537,2024-05-15 09:38:01,,Выгрузка архива поддержкой,,,,2148130315,Домофон,,,,0
538,2024-05-15 09:38:12,,Выгрузка архива поддержкой,,,,2012105633,Домофон,,,,0
539,2024-05-15 09:38:25,,Выгрузка архива поддержкой,,,,2018113370,Домофон,,,,0
540,2024-05-15 09:39:17,,Выгрузка архива поддержкой,,,,2108117513,Домофон,,,,0
541,2024-05-15 09:39:35,,,,,Оффлайн,2121125160,Домофон,,,,0
542,2024-05-15 09:40:13,,Выгрузка архива поддержкой,,,,2236150916,Домофон,,,,0
543,2024-05-15 09:40:30,,Выгрузка архива поддержкой,,,,2401155230,Домофон,,,,0
544,2024-05-15 09:40:43,,Выгрузка архива поддержкой,,,,2401155227,Домофон,,,,0
545,2024-05-15 09:41:52,,"Пробелы в архиве, Нет видео",,,,2108119114,Домофон,,,,0
546,2024-05-15 09:46:16,,Нет видео,,,,2330153707,Домофон,Также обновление ПО панели с 7.37 до 7.38 ,,,0
547,2024-05-15 09:47:28,,Нет видео,,,,2235143747,Домофон,,,,0
548,2024-05-15 09:50:13,,,,,,2235142989,Домофон,"У Пользователя на IOS во время звонка постоянно отображается увеличенное изображение с камеры, передано на изучение разработчикам и создан тикет. ",,,0
549,2024-05-15 09:51:30,,,,,Не приходят звонки на ТАП,2235145306,Домофон,,,,0
550,2024-05-15 09:58:43,,Пробелы в архиве,,,,2101116133,Домофон,,,,0
551,2024-05-15 10:01:40,,"Нет видео, Прошивка камеры",,,,2018112434,Домофон,,,,0
552,2024-05-15 10:05:39,,,,Нет приходят звонки,,2125128899,Домофон,,,,0
553,2024-05-15 10:06:02,,,,,,2236149989,Домофон,Настройка типа ккм,,,0
554,2024-05-15 10:09:24,,Прошивка камеры,,,,EF00000000D0EDCE,Камера,,,,0
555,2024-05-15 10:09:33,,Прошивка камеры,,,,EF00000000D0A2D9,Камера,,,,0
556,2024-05-15 10:13:46,,,,,Оффлайн,2208136077,Домофон,,,,0
557,2024-05-15 10:16:06,,Нет видео,,,,EF00000000915D24,Камера,,,,0
558,2024-05-15 10:22:09,,,,,,2208134072,Домофон,Камера в розовом,,,0
559,2024-05-15 10:23:36,,,,,Не приходят звонки на ТАП,2329250397,Домофон,,,,0
560,2024-05-15 10:24:03,,Нет видео,,,,2101115966,Домофон,,,,0
561,2024-05-15 10:25:25,,,,Прочие,,2208134817,Домофон,"Не было доступа к архиву после подключения подписки, исправлено",,,0
562,2024-05-15 10:25:32,,,,,,2125126324,Домофон,Код доступа,,,0
563,2024-05-15 10:25:35,,,,Прочие,,2236151022,Домофон,"Хотел код, но нет подписки",,,0
564,2024-05-15 10:25:44,,,,Оплата подписки,,2235147869,Домофон,,,,0
565,2024-05-15 10:25:55,,,,Семья/админ,,2125128810,Домофон,,,,0
566,2024-05-15 10:26:09,,,,,,2018112548,Домофон,Код доступа,,,0
567,2024-05-15 10:26:50,,,,,,2236149785,Домофон,Код доступа,,,0
568,2024-05-15 10:27:05,,Нет видео,,,,2125127601,Камера,,,,0
569,2024-05-15 10:27:13,,,,,,2018112434,Домофон,"Камера не получает Ip, проверяют физическое подключение у неё ",,,0
570,2024-05-15 10:27:18,Оффлайн,,,,,2125128541,Домофон,,,,0
571,2024-05-15 10:27:29,Оффлайн,,,,,2125127327,Домофон,,,,0
572,2024-05-15 10:28:19,,Не работает архив,,,,2236150369,Домофон,После оплаты подписки в приложении не открылся доступ к архиву,,,0
573,2024-05-15 10:28:47,,,,,,2121122083,Камера,"В приложении нет видео, с камеры видео передается",,,0
574,2024-05-15 10:29:05,,,,,,2108117975,Домофон,Звук в режиме просмотра видео и архива,,,0
575,2024-05-15 10:29:51,,Нет видео,,,,2208134333,Домофон,,,,0
576,2024-05-15 10:30:41,,Нет видео,,,,2208133786,Домофон,,,,0
577,2024-05-15 10:31:36,,,,,,2125129140,Домофон,"Не открывается вторая дверь через приложение, при этом в системе за адресом закреплен только один домофон",,,0
578,2024-05-15 10:31:50,,Нет видео,,,,2148132166,Камера,,,,0
579,2024-05-15 10:31:53,,Нет видео,,,,2108119178,Домофон,,,,0
580,2024-05-15 10:32:27,,,,,,2018112259,Камера,Хотели получить архив за пределами глубины архива (Запись началась с момент подключения подписки),,,0
581,2024-05-15 10:32:40,,Нет видео,,,,1944105026,Камера,,,,0
582,2024-05-15 10:33:02,,,,,,2125129534,Домофон,Запрос видеоархива с соседнего подъезда,,,0
583,2024-05-15 10:33:16,,,,,,2236150430,Камера,В истории посещений не фиксируется посетитель,,,0
584,2024-05-15 10:33:34,,,,,,2352154116,Домофон,Звук в режиме просмотра видео и архива,,,0
585,2024-05-15 10:33:52,,,,,,2330152919,Домофон,Неверный диапазон квартир,,,0
586,2024-05-15 10:34:05,,Нет видео,,,,2235142173,Домофон,,,,0
587,2024-05-15 10:34:08,,,,,,2108120144,Камера,"В приложении нет видео, с камеры видео передается",,,0
588,2024-05-15 10:34:24,,,,,,2101116395,Домофон,Установка видеомонитора в квартире,,,0
589,2024-05-15 10:34:40,,,,,Проблема со звуком,2121200019,Домофон,,,,0
590,2024-05-15 10:34:44,,Нет видео,,,,2236151621,Домофон,,,,0
591,2024-05-15 10:34:58,,,,,,2235142369,Домофон,Обновление ПО до последней версии в вэб-Апи,,,0
592,2024-05-15 10:35:16,,Нет видео,,,,2236149868,Домофон,,,,0
593,2024-05-15 10:36:03,,Нет видео,,,,2236149875,Домофон,,,,0
594,2024-05-15 10:36:11,,,,,,2329250563,Домофон,"Приложение игнорирует режим режим ""Не беспокоить"" и вибрацию. Вопрос о том как отрегулировать звук звонка в приложение или отключить поступление звонков",,,0
595,2024-05-15 10:36:24,,Нет видео,,,,2125129038,Камера,,,,0
596,2024-05-15 10:36:38,,Нет видео,,,,2236151612,Домофон,,,,0
